case_id,variant_id,stl,stl_bytes,slice_seconds,return_code,toolpath_success,gcode_generated,warning_count,warnings,stderr_tail,gcode_bytes,layer_count,empty_layer_count,estimated_print_time_text,estimated_print_time_min,filament_used_g,filament_used_mm,profile_name
764,s0_original,meshes/s0_original/case_outputs/764__s0_original/segmentation_repaired.stl,4801084,11.84,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,7815387.0,432.0,0.0,2h 36m 18s,156.3,13.97,4684.54,P1_no_supports
765,s0_original,meshes/s0_original/case_outputs/765__s0_original/segmentation_repaired.stl,2903484,6.84,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4746168.0,447.0,0.0,1h 42m 24s,102.4,7.64,2562.24,P1_no_supports
766,s0_original,meshes/s0_original/case_outputs/766__s0_original/segmentation_repaired.stl,5367684,13.06,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,8701731.0,504.0,0.0,2h 54m 44s,174.73333333333332,15.54,5210.25,P1_no_supports
767,s0_original,meshes/s0_original/case_outputs/767__s0_original/segmentation_repaired.stl,2411784,7.07,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4049533.0,439.0,0.0,1h 23m 23s,83.38333333333334,6.31,2114.93,P1_no_supports
768,s0_original,meshes/s0_original/case_outputs/768__s0_original/segmentation_repaired.stl,2841884,7.15,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4484326.0,447.0,0.0,1h 28m 42s,88.7,7.86,2633.68,P1_no_supports
769,s0_original,meshes/s0_original/case_outputs/769__s0_original/segmentation_repaired.stl,3679184,10.29,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6452720.0,418.0,0.0,2h 11m 39s,131.65,10.87,3645.45,P1_no_supports
770,s0_original,meshes/s0_original/case_outputs/770__s0_original/segmentation_repaired.stl,5031484,12.27,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,8392524.0,468.0,0.0,2h 49m 13s,169.21666666666667,14.48,4856.34,P1_no_supports
771,s0_original,meshes/s0_original/case_outputs/771__s0_original/segmentation_repaired.stl,2999684,7.52,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4936796.0,429.0,0.0,1h 40m 56s,100.93333333333334,8.45,2833.15,P1_no_supports
772,s0_original,meshes/s0_original/case_outputs/772__s0_original/segmentation_repaired.stl,3243784,8.7,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5393294.0,434.0,0.0,1h 44m 8s,104.13333333333334,8.94,2997.4,P1_no_supports
773,s0_original,meshes/s0_original/case_outputs/773__s0_original/segmentation_repaired.stl,2774484,7.6,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4725277.0,543.0,0.0,1h 40m 54s,100.9,7.59,2544.44,P1_no_supports
774,s0_original,meshes/s0_original/case_outputs/774__s0_original/segmentation_repaired.stl,2816284,7.6,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4730674.0,501.0,0.0,1h 41m 53s,101.88333333333334,7.97,2673.54,P1_no_supports
775,s0_original,meshes/s0_original/case_outputs/775__s0_original/segmentation_repaired.stl,2427484,6.03,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,3982715.0,423.0,0.0,1h 18m 59s,78.98333333333333,6.66,2233.03,P1_no_supports
776,s0_original,meshes/s0_original/case_outputs/776__s0_original/segmentation_repaired.stl,3435684,8.75,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5642956.0,441.0,0.0,1h 57m 52s,117.86666666666666,9.05,3033.94,P1_no_supports
777,s0_original,meshes/s0_original/case_outputs/777__s0_original/segmentation_repaired.stl,2813984,7.81,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4690578.0,459.0,0.0,1h 36m 45s,96.75,7.3,2448.1,P1_no_supports
778,s0_original,meshes/s0_original/case_outputs/778__s0_original/segmentation_repaired.stl,2821484,7.39,0,True,True,6,Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Repaired; WARNING,,4689795.0,468.0,0.0,1h 38m 13s,98.21666666666668,7.54,2527.82,P1_no_supports
779,s0_original,meshes/s0_original/case_outputs/779__s0_original/segmentation_repaired.stl,3554984,8.02,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
780,s0_original,meshes/s0_original/case_outputs/780__s0_original/segmentation_repaired.stl,3988584,9.28,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6592089.0,432.0,0.0,2h 13m 23s,133.38333333333333,11.11,3725.05,P1_no_supports
781,s0_original,meshes/s0_original/case_outputs/781__s0_original/segmentation_repaired.stl,2719084,6.68,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4302740.0,375.0,0.0,1h 29m 7s,89.11666666666666,7.01,2351.12,P1_no_supports
782,s0_original,meshes/s0_original/case_outputs/782__s0_original/segmentation_repaired.stl,3873684,8.86,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6367965.0,462.0,0.0,2h 10m 59s,130.98333333333332,10.98,3680.87,P1_no_supports
783,s0_original,meshes/s0_original/case_outputs/783__s0_original/segmentation_repaired.stl,2587184,6.64,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4301271.0,411.0,0.0,1h 25m 21s,85.35,7.05,2363.6,P1_no_supports
784,s0_original,meshes/s0_original/case_outputs/784__s0_original/segmentation_repaired.stl,2645284,6.31,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
785,s0_original,meshes/s0_original/case_outputs/785__s0_original/segmentation_repaired.stl,1904884,4.86,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
786,s0_original,meshes/s0_original/case_outputs/786__s0_original/segmentation_repaired.stl,2806884,7.14,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4750419.0,419.0,0.0,1h 35m 31s,95.51666666666668,8.08,2709.96,P1_no_supports
787,s0_original,meshes/s0_original/case_outputs/787__s0_original/segmentation_repaired.stl,2584284,5.88,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
788,s0_original,meshes/s0_original/case_outputs/788__s0_original/segmentation_repaired.stl,3893084,8.83,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
789,s0_original,meshes/s0_original/case_outputs/789__s0_original/segmentation_repaired.stl,3206084,7.77,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5281993.0,503.0,0.0,1h 51m 49s,111.81666666666666,8.94,2996.11,P1_no_supports
790,s0_original,meshes/s0_original/case_outputs/790__s0_original/segmentation_repaired.stl,3120084,8.17,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5221832.0,585.0,0.0,1h 52m 6s,112.1,8.38,2811.25,P1_no_supports
791,s0_original,meshes/s0_original/case_outputs/791__s0_original/segmentation_repaired.stl,4215284,10.48,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,7032243.0,444.0,0.0,2h 16m 14s,136.23333333333332,11.62,3897.24,P1_no_supports
792,s0_original,meshes/s0_original/case_outputs/792__s0_original/segmentation_repaired.stl,2444384,6.41,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4067558.0,426.0,0.0,1h 28m 36s,88.6,6.97,2336.1,P1_no_supports
793,s0_original,meshes/s0_original/case_outputs/793__s0_original/segmentation_repaired.stl,2126084,5.01,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,3524359.0,414.0,0.0,1h 10m 46s,70.76666666666667,5.73,1922.68,P1_no_supports
794,s0_original,meshes/s0_original/case_outputs/794__s0_original/segmentation_repaired.stl,4391884,10.35,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,7287010.0,492.0,0.0,2h 27m 46s,147.76666666666668,13.25,4443.43,P1_no_supports
795,s0_original,meshes/s0_original/case_outputs/795__s0_original/segmentation_repaired.stl,2573084,5.75,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
796,s0_original,meshes/s0_original/case_outputs/796__s0_original/segmentation_repaired.stl,3021084,7.81,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4909684.0,474.0,0.0,1h 46m 24s,106.4,8.44,2829.79,P1_no_supports
797,s0_original,meshes/s0_original/case_outputs/797__s0_original/segmentation_repaired.stl,3153584,7.63,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5205297.0,435.0,0.0,1h 45m 14s,105.23333333333332,7.98,2674.11,P1_no_supports
798,s0_original,meshes/s0_original/case_outputs/798__s0_original/segmentation_repaired.stl,4276184,10.23,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6833728.0,536.0,0.0,2h 20m 25s,140.41666666666666,11.49,3853.38,P1_no_supports
799,s0_original,meshes/s0_original/case_outputs/799__s0_original/segmentation_repaired.stl,3670984,8.75,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
800,s0_original,meshes/s0_original/case_outputs/800__s0_original/segmentation_repaired.stl,4122884,10.13,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,7025826.0,483.0,0.0,2h 23m 6s,143.1,12.03,4034.15,P1_no_supports
801,s0_original,meshes/s0_original/case_outputs/801__s0_original/segmentation_repaired.stl,3954684,9.42,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6511729.0,393.0,0.0,2h 8m 39s,128.65,10.72,3595.14,P1_no_supports
802,s0_original,meshes/s0_original/case_outputs/802__s0_original/segmentation_repaired.stl,2666684,6.94,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4564263.0,435.0,0.0,1h 34m 41s,94.68333333333334,7.61,2551.4,P1_no_supports
803,s0_original,meshes/s0_original/case_outputs/803__s0_original/segmentation_repaired.stl,3384784,7.93,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5579074.0,532.0,0.0,2h 2m 36s,122.6,9.0,3017.26,P1_no_supports
804,s0_original,meshes/s0_original/case_outputs/804__s0_original/segmentation_repaired.stl,2520584,6.01,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4086283.0,435.0,0.0,1h 29m 3s,89.05,7.42,2488.41,P1_no_supports
805,s0_original,meshes/s0_original/case_outputs/805__s0_original/segmentation_repaired.stl,3509084,9.14,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5803920.0,465.0,0.0,1h 55m 23s,115.38333333333334,8.84,2965.54,P1_no_supports
806,s0_original,meshes/s0_original/case_outputs/806__s0_original/segmentation_repaired.stl,3330084,8.41,1,False,False,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
807,s0_original,meshes/s0_original/case_outputs/807__s0_original/segmentation_repaired.stl,3512784,8.61,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6026820.0,468.0,0.0,2h 5m 51s,125.85,10.25,3437.15,P1_no_supports
808,s0_original,meshes/s0_original/case_outputs/808__s0_original/segmentation_repaired.stl,3283084,7.79,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5192476.0,438.0,0.0,1h 47m 38s,107.63333333333334,9.2,3083.18,P1_no_supports
809,s0_original,meshes/s0_original/case_outputs/809__s0_original/segmentation_repaired.stl,841084,2.27,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,1227350.0,273.0,0.0,27m 28s,27.466666666666665,2.31,772.89,P1_no_supports
810,s0_original,meshes/s0_original/case_outputs/810__s0_original/segmentation_repaired.stl,3105884,7.03,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5060820.0,530.0,0.0,1h 46m 36s,106.6,8.45,2834.49,P1_no_supports
811,s0_original,meshes/s0_original/case_outputs/811__s0_original/segmentation_repaired.stl,2817884,7.35,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4722657.0,393.0,0.0,1h 42m 29s,102.48333333333332,8.42,2822.32,P1_no_supports
812,s0_original,meshes/s0_original/case_outputs/812__s0_original/segmentation_repaired.stl,4058084,9.11,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6320138.0,402.0,0.0,2h 11m 53s,131.88333333333333,11.75,3940.37,P1_no_supports
813,s0_original,meshes/s0_original/case_outputs/813__s0_original/segmentation_repaired.stl,2380884,6.13,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,3856676.0,441.0,0.0,1h 23m 59s,83.98333333333333,6.48,2174.19,P1_no_supports
814,s0_original,meshes/s0_original/case_outputs/814__s0_original/segmentation_repaired.stl,3914584,9.06,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6425665.0,441.0,0.0,2h 10m 53s,130.88333333333333,11.57,3879.11,P1_no_supports
815,s0_original,meshes/s0_original/case_outputs/815__s0_original/segmentation_repaired.stl,4015184,9.8,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6642843.0,528.0,0.0,2h 24m 42s,144.7,12.03,4034.51,P1_no_supports
816,s0_original,meshes/s0_original/case_outputs/816__s0_original/segmentation_repaired.stl,2277184,5.66,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,3827781.0,489.0,0.0,1h 24m 17s,84.28333333333333,6.3,2111.89,P1_no_supports
817,s0_original,meshes/s0_original/case_outputs/817__s0_original/segmentation_repaired.stl,3316084,8.49,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5479238.0,408.0,0.0,1h 56m 3s,116.05,9.28,3111.59,P1_no_supports
818,s0_original,meshes/s0_original/case_outputs/818__s0_original/segmentation_repaired.stl,2815684,6.87,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4802049.0,447.0,0.0,1h 48m 44s,108.73333333333332,8.71,2920.88,P1_no_supports
819,s0_original,meshes/s0_original/case_outputs/819__s0_original/segmentation_repaired.stl,3630884,8.62,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6112501.0,420.0,0.0,2h 5m 55s,125.91666666666669,11.43,3831.09,P1_no_supports
820,s0_original,meshes/s0_original/case_outputs/820__s0_original/segmentation_repaired.stl,2916084,7.01,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4710986.0,420.0,0.0,1h 34m 5s,94.08333333333331,8.14,2727.94,P1_no_supports
821,s0_original,meshes/s0_original/case_outputs/821__s0_original/segmentation_repaired.stl,2295884,5.09,1,False,False,6,Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Repaired; WARNING,There is an object with no extrusions in the first layer. | Object name: segmentation_repaired.stl,,,,,,,,P1_no_supports
822,s0_original,meshes/s0_original/case_outputs/822__s0_original/segmentation_repaired.stl,4077184,10.11,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6903218.0,454.0,0.0,2h 20m 30s,140.5,11.88,3984.71,P1_no_supports
823,s0_original,meshes/s0_original/case_outputs/823__s0_original/segmentation_repaired.stl,2985884,7.13,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4973859.0,399.0,0.0,1h 43m 45s,103.75,8.4,2816.8,P1_no_supports
824,s0_original,meshes/s0_original/case_outputs/824__s0_original/segmentation_repaired.stl,2456884,6.04,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4026222.0,480.0,0.0,1h 28m 17s,88.28333333333333,6.79,2278.12,P1_no_supports
825,s0_original,meshes/s0_original/case_outputs/825__s0_original/segmentation_repaired.stl,2718584,6.46,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4553846.0,393.0,0.0,1h 33m 47s,93.78333333333332,7.78,2608.82,P1_no_supports
826,s0_original,meshes/s0_original/case_outputs/826__s0_original/segmentation_repaired.stl,4683284,11.22,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,7689087.0,417.0,0.0,2h 35m 31s,155.51666666666668,13.18,4419.0,P1_no_supports
827,s0_original,meshes/s0_original/case_outputs/827__s0_original/segmentation_repaired.stl,3456084,8.81,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5757382.0,525.0,0.0,2h 2m 38s,122.63333333333334,9.41,3156.23,P1_no_supports
828,s0_original,meshes/s0_original/case_outputs/828__s0_original/segmentation_repaired.stl,4072884,9.58,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6634225.0,438.0,0.0,2h 13m 20s,133.33333333333334,11.42,3828.73,P1_no_supports
829,s0_original,meshes/s0_original/case_outputs/829__s0_original/segmentation_repaired.stl,3964584,9.44,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6385104.0,417.0,0.0,2h 11m 9s,131.15,10.85,3636.84,P1_no_supports
830,s0_original,meshes/s0_original/case_outputs/830__s0_original/segmentation_repaired.stl,2848584,6.85,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,4644777.0,429.0,0.0,1h 38m 13s,98.21666666666668,7.84,2628.07,P1_no_supports
831,s0_original,meshes/s0_original/case_outputs/831__s0_original/segmentation_repaired.stl,3643984,8.54,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,5916750.0,519.0,0.0,2h 9m 49s,129.81666666666666,11.09,3717.78,P1_no_supports
832,s0_original,meshes/s0_original/case_outputs/832__s0_original/segmentation_repaired.stl,3802684,8.91,0,True,True,8,Consider enabling brim; Consider enabling supports; Detected print stability issues; Floating object part; Loose extrusions; Low bed adhesion; Repaired; WARNING,,6334831.0,444.0,0.0,2h 7m 41s,127.68333333333334,11.1,3722.45,P1_no_supports
